country,department,month,revenue,interest_income,fee_income,operating_expenses,loan_loss_provisions,net_income,tax,net_profit_after_tax
Germany,Cloud Ops,2021-08-01,11128423.36,6516338.83,4612084.53,5991688.69,342250.62,4794484.05,1198621.01,3595863.04
Germany,Cloud Ops,2021-09-01,10527467.88,6217746.71,4309721.17,6294337.59,166719.5,4066410.79,1016602.7,3049808.09
Germany,Cloud Ops,2021-10-01,10265778.1,6210007.5,4055770.6,6189601.97,491429.02,3584747.11,896186.78,2688560.33
Germany,Cloud Ops,2021-11-01,10473179.03,6221039.14,4252139.89,5962374.95,125231.33,4385572.75,1096393.19,3289179.56
Germany,Cloud Ops,2021-12-01,10743000.13,6323228.76,4419771.37,5843921.69,489423.88,4409654.56,1102413.64,3307240.92
Germany,Cloud Ops,2022-01-01,11367454.79,6708430.21,4659024.58,5994512.26,301648.76,5071293.77,1267823.44,3803470.33
Germany,Cloud Ops,2022-02-01,12408698.12,7663918.31,4744779.81,5999973.36,335606.78,6073117.98,1518279.5,4554838.48
Germany,Cloud Ops,2022-03-01,12530811.71,7282143.74,5248667.97,6165240.59,419273.17,5946297.95,1486574.49,4459723.46
Germany,Cloud Ops,2022-04-01,12895579.5,7645302.31,5250277.19,6127538.16,484064.41,6283976.93,1570994.23,4712982.7
Germany,Cloud Ops,2022-05-01,12621439.45,7511021.42,5110418.03,6102915.26,207222.98,6311301.21,1577825.3,4733475.91
Germany,Cloud Ops,2022-06-01,12390667.38,7230806.78,5159860.6,5883603.48,240091.96,6266971.94,1566742.98,4700228.96
Germany,Cloud Ops,2022-07-01,11686698.48,7087832.43,4598866.05,6471596.88,355134.32,4859967.28,1214991.82,3644975.46
Germany,Cloud Ops,2022-08-01,11376902.13,7048849.17,4328052.96,6342773.79,351331.59,4682796.75,1170699.19,3512097.56
Germany,Cloud Ops,2022-09-01,10870608.13,6631197.08,4239411.05,6315582.39,456331.32,4098694.42,1024673.6,3074020.82
Germany,Cloud Ops,2022-10-01,10659870.48,6582508.01,4077362.47,6270685.28,483876.52,3905308.68,976327.17,2928981.51
Germany,Cloud Ops,2022-11-01,10623183.21,6363043.8,4260139.41,6433817.17,428214.96,3761151.08,940287.77,2820863.31
Germany,Cloud Ops,2022-12-01,11484312.17,6921213.74,4563098.43,6323249.31,481879.28,4679183.58,1169795.9,3509387.68
Germany,Cloud Ops,2023-01-01,11833404.72,7199668.11,4633736.61,6262057.9,368410.71,5202936.11,1300734.03,3902202.08
Germany,Cloud Ops,2023-02-01,12078444.54,7286189.68,4792254.86,6444096.05,492649.09,5141699.4,1285424.85,3856274.55
Germany,Cloud Ops,2023-03-01,12902563.44,7766099.0,5136464.44,6275353.16,225728.73,6401481.55,1600370.39,4801111.16
Germany,Cloud Ops,2023-04-01,13535301.24,8124908.88,5410392.36,6251635.69,512190.38,6771475.17,1692868.79,5078606.38
Germany,Cloud Ops,2023-05-01,12760098.27,7678839.4,5081258.87,6248786.01,557315.17,5953997.09,1488499.27,4465497.82
Germany,Cloud Ops,2023-06-01,12788756.01,7684680.03,5104075.98,6066980.19,369264.83,6352510.99,1588127.75,4764383.24
Germany,Cloud Ops,2023-07-01,11753657.86,7038079.66,4715578.2,6046342.94,275575.31,5431739.61,1357934.9,4073804.71
Germany,Cloud Ops,2023-08-01,11374923.39,6888570.64,4486352.75,6240017.78,217296.38,4917609.23,1229402.31,3688206.92
Germany,Cloud Ops,2023-09-01,11180583.84,6958840.69,4221743.15,6088021.91,364558.12,4728003.81,1182000.95,3546002.86
Germany,Cloud Ops,2023-10-01,10670538.07,6330396.69,4340141.38,6078582.66,306066.41,4285889.0,1071472.25,3214416.75
Germany,Cloud Ops,2023-11-01,11261050.76,6702228.52,4558822.24,6127215.7,558446.58,4575388.48,1143847.12,3431541.36
Germany,Cloud Ops,2023-12-01,11733856.75,6993029.45,4740827.3,6213943.58,218030.89,5301882.28,1325470.57,3976411.71
Germany,Cloud Ops,2024-01-01,11910018.09,7244135.17,4665882.92,6091434.89,398985.43,5419597.77,1354899.44,4064698.33
Germany,Cloud Ops,2024-02-01,12460350.48,7426761.7,5033588.78,6472698.53,348808.52,5638843.43,1409710.86,4229132.57
Germany,Cloud Ops,2024-03-01,13021507.25,7770732.0,5250775.25,6258293.19,192082.39,6571131.67,1642782.92,4928348.75
Germany,Cloud Ops,2024-04-01,13933730.46,8364886.47,5568843.99,6462965.13,489969.59,6980795.74,1745198.94,5235596.8
Germany,Cloud Ops,2024-05-01,13353266.04,8242253.18,5111012.86,6572816.41,422537.47,6357912.16,1589478.04,4768434.12
Germany,Cloud Ops,2024-06-01,13184108.37,7898467.4,5285640.97,6143561.86,575906.53,6464639.98,1616160.0,4848479.98
Germany,Cloud Ops,2024-07-01,12460361.83,7654488.88,4805872.95,6417172.18,289451.27,5753738.38,1438434.6,4315303.78
Germany,Cloud Ops,2024-08-01,11516952.16,6770598.0,4746354.16,6761486.39,243085.99,4512379.78,1128094.94,3384284.84
Germany,Cloud Ops,2024-09-01,11217254.11,6751612.14,4465641.97,6404660.75,315140.14,4497453.22,1124363.3,3373089.92
Germany,Cloud Ops,2024-10-01,11108939.61,6845027.24,4263912.37,6247335.43,389793.34,4471810.84,1117952.71,3353858.13
Germany,Cloud Ops,2024-11-01,10947119.82,6498951.5,4448168.32,6307170.24,178199.04,4461750.54,1115437.64,3346312.9
Germany,Cloud Ops,2024-12-01,12132263.16,7280790.17,4851472.99,6334013.29,222782.77,5575467.1,1393866.78,4181600.32
Germany,Modeling,2020-01-01,10954279.51,6687349.16,4266930.35,6501206.31,161192.76,4291880.44,1072970.11,3218910.33
Germany,Modeling,2020-02-01,11688588.34,7209257.33,4479331.01,6847282.09,528401.98,4312904.27,1078226.07,3234678.2
Germany,Modeling,2020-03-01,11911327.71,7035610.39,4875717.32,6540364.07,149257.5,5221706.14,1305426.53,3916279.61
Germany,Modeling,2020-04-01,12416872.66,7574632.76,4842239.9,6454075.08,310191.18,5652606.4,1413151.6,4239454.8
Germany,Modeling,2020-05-01,12125931.21,7231903.62,4894027.59,7069055.42,173897.7,4882978.09,1220744.52,3662233.57
Germany,Modeling,2020-06-01,11682288.77,7163648.52,4518640.25,6579320.57,167495.85,4935472.35,1233868.09,3701604.26
Germany,Modeling,2020-07-01,11058366.61,6479619.13,4578747.48,6669104.95,340713.52,4048548.14,1012137.04,3036411.1
Germany,Modeling,2020-08-01,10675462.62,6374304.49,4301158.13,7150179.73,504758.22,3020524.67,755131.17,2265393.5
Germany,Modeling,2020-09-01,10592180.87,6350871.56,4241309.31,7187894.44,481473.17,2922813.26,730703.32,2192109.94
Germany,Modeling,2020-10-01,10042419.29,5822904.47,4219514.82,6891854.35,328304.21,2822260.73,705565.18,2116695.55
Germany,Modeling,2020-11-01,10466177.47,6409378.02,4056799.45,6959149.57,437367.55,3069660.35,767415.09,2302245.26
Germany,Modeling,2020-12-01,10405862.2,6248359.69,4157502.51,6699149.37,409330.99,3297381.84,824345.46,2473036.38
Germany,Modeling,2021-01-01,11199043.32,6922073.39,4276969.93,6844698.3,280211.77,4074133.25,1018533.31,3055599.94
Germany,Modeling,2021-02-01,12043182.14,7114800.04,4928382.1,7182705.05,175997.87,4684479.22,1171119.8,3513359.42
Germany,Modeling,2021-03-01,12591284.51,7494105.4,5097179.11,6749293.93,478604.58,5363386.0,1340846.5,4022539.5
Germany,Modeling,2021-04-01,12569962.54,7791432.42,4778530.12,6935892.23,582910.89,5051159.42,1262789.86,3788369.56
Germany,Modeling,2021-05-01,12475955.35,7439243.37,5036711.98,6709734.54,383238.61,5382982.2,1345745.55,4037236.65
Germany,Modeling,2021-06-01,11808380.01,7172832.27,4635547.74,6716604.14,546964.76,4544811.11,1136202.78,3408608.33
Germany,Modeling,2021-07-01,11417452.43,6823613.01,4593839.42,7259490.35,224464.71,3933497.37,983374.34,2950123.03
Germany,Modeling,2021-08-01,10780128.52,6523410.45,4256718.07,7030559.32,219767.24,3529801.96,882450.49,2647351.47
Germany,Modeling,2021-09-01,10162518.44,6146496.59,4016021.85,6791988.78,275493.97,3095035.69,773758.92,2321276.77
Germany,Modeling,2021-10-01,10380947.66,6387782.85,3993164.81,7244193.31,195372.68,2941381.67,735345.42,2206036.25
Germany,Modeling,2021-11-01,10552212.13,6361021.6,4191190.53,7132680.31,135674.11,3283857.71,820964.43,2462893.28
Germany,Modeling,2021-12-01,11064009.09,6683971.01,4380038.08,7226032.61,253074.79,3584901.69,896225.42,2688676.27
Germany,Modeling,2022-01-01,11160598.24,6665550.28,4495047.96,7317273.73,124980.9,3718343.61,929585.9,2788757.71
Germany,Modeling,2022-02-01,12420592.97,7448127.82,4972465.15,7280279.94,467453.26,4672859.77,1168214.94,3504644.83
Germany,Modeling,2022-03-01,12922763.51,7795723.96,5127039.55,6803149.89,214478.56,5905135.06,1476283.76,4428851.3
Germany,Modeling,2022-04-01,12971112.61,7814761.9,5156350.71,6814255.37,486653.52,5670203.72,1417550.93,4252652.79
Germany,Modeling,2022-05-01,12724781.65,7536824.41,5187957.24,7082226.03,582435.81,5060119.81,1265029.95,3795089.86
Germany,Modeling,2022-06-01,12076726.12,7418658.06,4658068.06,7232617.07,588689.03,4255420.02,1063855.0,3191565.02
Germany,Modeling,2022-07-01,11132725.46,6645053.64,4487671.82,7047795.33,280119.44,3804810.69,951202.67,2853608.02
Germany,Modeling,2022-08-01,10993733.48,6384013.73,4609719.75,7270539.58,440861.61,3282332.29,820583.07,2461749.22
Germany,Modeling,2022-09-01,10329649.52,6242755.24,4086894.28,7404246.62,351351.99,2574050.91,643512.73,1930538.18
Germany,Modeling,2022-10-01,10561409.22,6362001.29,4199407.93,7186812.31,490156.52,2884440.39,721110.1,2163330.29
Germany,Modeling,2022-11-01,10289041.93,6147971.72,4141070.21,7396382.24,309253.79,2583405.9,645851.48,1937554.42
Germany,Modeling,2022-12-01,11259210.46,6882412.58,4376797.88,7197704.14,340993.6,3720512.72,930128.18,2790384.54
Germany,Modeling,2023-01-01,11520525.9,7031729.53,4488796.37,6907328.15,420285.89,4192911.86,1048227.96,3144683.9
Germany,Modeling,2023-02-01,12594813.69,7707659.46,4887154.23,7346214.24,170628.77,5077970.68,1269492.67,3808478.01
Germany,Modeling,2023-03-01,12880827.94,7866631.97,5014195.97,7006511.05,323422.74,5550894.15,1387723.54,4163170.61
Germany,Modeling,2023-04-01,12666651.2,7509458.38,5157192.82,7490711.85,385918.7,4790020.65,1197505.16,3592515.49
Germany,Modeling,2023-05-01,13183384.09,8101900.04,5081484.05,6958980.88,295374.44,5929028.77,1482257.19,4446771.58
Germany,Modeling,2023-06-01,12252789.07,7230076.68,5022712.39,7468785.54,393335.76,4390667.77,1097666.94,3293000.83
Germany,Modeling,2023-07-01,11546626.57,6805163.04,4741463.53,7246424.67,226493.94,4073707.96,1018426.99,3055280.97
Germany,Modeling,2023-08-01,11436980.2,6858900.26,4578079.94,7298847.41,276810.18,3861322.61,965330.65,2895991.96
Germany,Modeling,2023-09-01,11344934.46,6866180.29,4478754.17,7546186.48,545966.1,3252781.88,813195.47,2439586.41
Germany,Modeling,2023-10-01,11000915.79,6685854.04,4315061.75,7079880.35,136724.56,3784310.88,946077.72,2838233.16
Germany,Modeling,2023-11-01,11325664.3,6762277.74,4563386.56,7637769.8,227788.61,3460105.89,865026.47,2595079.42
Germany,Modeling,2023-12-01,11596788.0,6859136.95,4737651.05,7688656.91,458539.88,3449591.21,862397.8,2587193.41
Germany,Modeling,2024-01-01,11961450.13,7040786.82,4920663.31,7737411.08,427634.96,3796404.09,949101.02,2847303.07
Germany,Modeling,2024-02-01,12668005.52,7623211.59,5044793.93,7690999.4,252861.16,4724144.96,1181036.24,3543108.72
Germany,Modeling,2024-03-01,12983564.09,7625165.25,5358398.84,7190792.21,466235.92,5326535.96,1331633.99,3994901.97
Germany,Modeling,2024-04-01,13078635.98,7897433.57,5181202.41,7564752.43,204811.94,5309071.61,1327267.9,3981803.71
Germany,Modeling,2024-05-01,13172385.46,7815700.25,5356685.21,7617956.88,406617.56,5147811.02,1286952.75,3860858.27
Germany,Modeling,2024-06-01,12933482.55,7753427.47,5180055.08,7319432.03,283288.13,5330762.39,1332690.6,3998071.79
Germany,Modeling,2024-07-01,11987809.8,6942219.71,5045590.09,7668354.19,182459.44,4136996.17,1034249.04,3102747.13
Germany,Modeling,2024-08-01,11879900.51,7093855.62,4786044.89,7438325.82,168263.53,4273311.16,1068327.79,3204983.37
Germany,Modeling,2024-09-01,11337860.48,6992261.74,4345598.74,7475046.53,131872.41,3730941.54,932735.38,2798206.16
Germany,Modeling,2024-10-01,11120269.68,6525613.7,4594655.98,7616030.97,180892.1,3323346.61,830836.65,2492509.96
Germany,Modeling,2024-11-01,11423306.82,7007598.21,4415708.61,7372896.19,513348.31,3537062.32,884265.58,2652796.74
Germany,Modeling,2024-12-01,11564842.2,6770575.28,4794266.92,7710890.85,286367.52,3567583.83,891895.96,2675687.87
Germany,Engineering,2020-01-01,29341796.61,17128740.09,12213056.52,16473998.11,1078210.53,11789587.97,2947396.99,8842190.98
Germany,Engineering,2020-02-01,30696337.81,18538371.13,12157966.68,16608363.16,1366704.33,12721270.32,3180317.58,9540952.74
Germany,Engineering,2020-03-01,32751394.06,19306097.41,13445296.65,16218302.29,1527884.56,15005207.21,3751301.8,11253905.41
Germany,Engineering,2020-04-01,31304813.46,18623786.8,12681026.66,15567897.99,615381.75,15121533.72,3780383.43,11341150.29
Germany,Engineering,2020-05-01,32669475.54,19740023.96,12929451.58,16770024.77,686625.07,15212825.7,3803206.42,11409619.28
Germany,Engineering,2020-06-01,31203842.19,19165568.62,12038273.57,16444928.78,1182239.41,13576674.0,3394168.5,10182505.5
Germany,Engineering,2020-07-01,29929357.63,18196388.5,11732969.13,15955304.74,1064385.27,12909667.62,3227416.9,9682250.72
Germany,Engineering,2020-08-01,28977835.78,17864594.33,11113241.45,15847937.71,540301.57,12589596.5,3147399.12,9442197.38
Germany,Engineering,2020-09-01,28460248.6,17171798.25,11288450.35,15862324.69,883648.06,11714275.85,2928568.96,8785706.89
Germany,Engineering,2020-10-01,27542734.54,16333687.83,11209046.71,15775264.53,1077968.66,10689501.35,2672375.34,8017126.01
Germany,Engineering,2020-11-01,28284109.91,16970964.54,11313145.37,15753489.41,1087586.85,11443033.65,2860758.41,8582275.24
Germany,Engineering,2020-12-01,28482905.21,17081708.35,11401196.86,17082243.24,425852.25,10974809.72,2743702.43,8231107.29
Germany,Engineering,2021-01-01,29919447.17,17280412.35,12639034.82,16064350.49,408602.34,13446494.34,3361623.58,10084870.76
Germany,Engineering,2021-02-01,32064055.06,19380243.24,12683811.82,15919933.44,1146646.82,14997474.8,3749368.7,11248106.1
Germany,Engineering,2021-03-01,33282828.72,20727972.52,12554856.2,16401183.07,379101.36,16502544.29,4125636.07,12376908.22
Germany,Engineering,2021-04-01,31970912.58,19176920.99,12793991.59,17002714.59,1293355.88,13674842.11,3418710.53,10256131.58
Germany,Engineering,2021-05-01,33634732.51,19812182.61,13822549.9,17436906.07,464573.41,15733253.03,3933313.26,11799939.77
Germany,Engineering,2021-06-01,33323030.14,20072383.8,13250646.34,17116821.44,1293314.88,14912893.82,3728223.46,11184670.36
Germany,Engineering,2021-07-01,29961247.27,18354732.6,11606514.67,17371162.79,549733.22,12040351.26,3010087.82,9030263.44
Germany,Engineering,2021-08-01,28582556.35,16602909.38,11979646.97,16860699.23,668361.33,11053495.79,2763373.95,8290121.84
Germany,Engineering,2021-09-01,27894351.14,16646140.67,11248210.47,17314434.16,863463.78,9716453.2,2429113.3,7287339.9
Germany,Engineering,2021-10-01,27025142.12,15767394.07,11257748.05,16502386.77,958671.98,9564083.37,2391020.84,7173062.53
Germany,Engineering,2021-11-01,28342091.29,16848916.42,11493174.87,17356554.82,959178.12,10026358.35,2506589.59,7519768.76
Germany,Engineering,2021-12-01,30556676.47,18370838.8,12185837.67,17547532.5,1383950.1,11625193.87,2906298.47,8718895.4
Germany,Engineering,2022-01-01,31069974.67,18855624.53,12214350.14,17063053.74,740450.4,13266470.53,3316617.63,9949852.9
Germany,Engineering,2022-02-01,32676814.62,20237123.07,12439691.55,17085384.19,1383554.12,14207876.31,3551969.08,10655907.23
Germany,Engineering,2022-03-01,34608265.89,20952081.08,13656184.81,17069365.86,496775.55,17042124.48,4260531.12,12781593.36
Germany,Engineering,2022-04-01,33358716.53,20065140.7,13293575.83,17025194.95,791202.43,15542319.15,3885579.79,11656739.36
Germany,Engineering,2022-05-01,32351323.68,19319196.92,13032126.76,17851787.78,575473.02,13924062.88,3481015.72,10443047.16
Germany,Engineering,2022-06-01,32893084.05,20252034.22,12641049.83,16554269.72,1120949.7,15217864.63,3804466.16,11413398.47
Germany,Engineering,2022-07-01,30239274.58,18074428.42,12164846.16,16687023.65,710858.44,12841392.49,3210348.12,9631044.37
Germany,Engineering,2022-08-01,28672504.8,17076259.19,11596245.61,16310531.99,1142330.57,11219642.24,2804910.56,8414731.68
Germany,Engineering,2022-09-01,28599751.21,17572544.13,11027207.08,17197376.62,1362112.03,10040262.56,2510065.64,7530196.92
Germany,Engineering,2022-10-01,27334523.46,16180974.64,11153548.82,16345821.12,1139338.13,9849364.21,2462341.05,7387023.16
Germany,Engineering,2022-11-01,28783039.02,16788498.73,11994540.29,17077240.11,1400338.47,10305460.44,2576365.11,7729095.33
Germany,Engineering,2022-12-01,30403219.35,18403200.86,12000018.49,16535933.98,1211681.29,12655604.08,3163901.02,9491703.06
Germany,Engineering,2023-01-01,31875433.93,18806948.75,13068485.18,18021984.84,1522176.87,12331272.22,3082818.06,9248454.16
Germany,Engineering,2023-02-01,33373957.48,20677652.9,12696304.58,17962365.87,816089.51,14595502.1,3648875.52,10946626.58
Germany,Engineering,2023-03-01,34376496.81,20452655.39,13923841.42,17880119.78,1392572.89,15103804.14,3775951.04,11327853.1
Germany,Engineering,2023-04-01,34949087.86,20719117.0,14229970.86,16619105.78,1664008.89,16665973.19,4166493.3,12499479.89
Germany,Engineering,2023-05-01,34598167.91,20145034.56,14453133.35,17858617.95,697536.32,16042013.64,4010503.41,12031510.23
Germany,Engineering,2023-06-01,32545273.05,19758861.13,12786411.92,17303057.54,1041828.07,14200387.44,3550096.86,10650290.58
Germany,Engineering,2023-07-01,31308594.97,19036104.69,12272490.28,17678231.06,920811.02,12709552.89,3177388.22,9532164.67
Germany,Engineering,2023-08-01,31044749.44,18713570.97,12331178.47,16864721.12,572289.61,13607738.71,3401934.68,10205804.03
Germany,Engineering,2023-09-01,29039220.47,17606692.67,11432527.8,17959484.76,337252.03,10742483.68,2685620.92,8056862.76
Germany,Engineering,2023-10-01,28907441.29,16890725.54,12016715.75,16685227.14,899379.74,11322834.41,2830708.6,8492125.81
Germany,Engineering,2023-11-01,28928206.4,17535576.14,11392630.26,17231971.35,841101.35,10855133.7,2713783.42,8141350.28
Germany,Engineering,2023-12-01,30982266.02,18675189.7,12307076.32,18312343.06,478979.97,12190942.99,3047735.75,9143207.24
Germany,Engineering,2024-01-01,31060894.72,18491160.97,12569733.75,17428995.7,1209955.21,12421943.81,3105485.95,9316457.86
Germany,Engineering,2024-02-01,33276851.6,19465982.38,13810869.22,17597369.09,1256490.22,14422992.29,3605748.07,10817244.22
Germany,Engineering,2024-03-01,34793774.21,21347928.57,13445845.64,17481870.11,1133527.97,16178376.13,4044594.03,12133782.1
Germany,Engineering,2024-04-01,36584526.03,21868670.78,14715855.25,17367276.85,631855.79,18585393.39,4646348.35,13939045.04
Germany,Engineering,2024-05-01,35009356.17,20174862.58,14834493.59,18654273.86,1166370.46,15188711.85,3797177.96,11391533.89
Germany,Engineering,2024-06-01,33871633.78,19838096.59,14033537.19,18179123.73,1183848.25,14508661.8,3627165.45,10881496.35
Germany,Engineering,2024-07-01,33232122.05,19829089.95,13403032.1,17973874.05,831956.87,14426291.13,3606572.78,10819718.35
Germany,Engineering,2024-08-01,31331322.0,19159683.05,12171638.95,17970535.38,1071105.18,12289681.44,3072420.36,9217261.08
Germany,Engineering,2024-09-01,30373545.55,18131178.31,12242367.24,18227811.45,1495879.8,10649854.3,2662463.58,7987390.72
Germany,Engineering,2024-10-01,29914800.08,17642012.28,12272787.8,17573945.82,939641.34,11401212.92,2850303.23,8550909.69
Germany,Engineering,2024-11-01,29645848.85,17774596.86,11871251.99,18785219.65,590783.44,10269845.76,2567461.44,7702384.32
Germany,Engineering,2024-12-01,30470011.58,18452757.19,12017254.39,17143212.74,914634.65,12412164.19,3103041.05,9309123.14
Germany,Platform & Software,2020-01-01,19239703.05,11898406.22,7341296.83,11991837.17,338907.93,6908957.95,1727239.49,5181718.46
Germany,Platform & Software,2020-02-01,19764883.43,11574318.62,8190564.81,12815923.93,430425.13,6518534.37,1629633.59,4888900.78
Germany,Platform & Software,2020-03-01,20596552.59,11947595.18,8648957.41,12324884.17,667203.71,7604464.71,1901116.18,5703348.53
Germany,Platform & Software,2020-04-01,21422539.56,13119859.57,8302679.99,12717847.79,1062577.37,7642114.4,1910528.6,5731585.8
Germany,Platform & Software,2020-05-01,20617574.11,12407860.83,8209713.28,12016049.51,836076.95,7765447.65,1941361.91,5824085.74
Germany,Platform & Software,2020-06-01,20269030.17,12615234.75,7653795.42,12445830.02,810174.67,7013025.48,1753256.37,5259769.11
Germany,Platform & Software,2020-07-01,19279414.14,11276343.21,8003070.93,12824711.28,593801.16,5860901.7,1465225.42,4395676.28
Germany,Platform & Software,2020-08-01,18055077.56,10636197.73,7418879.83,12696725.13,441845.1,4916507.33,1229126.83,3687380.5
Germany,Platform & Software,2020-09-01,17615227.11,10271406.18,7343820.93,12137616.1,808232.96,4669378.05,1167344.51,3502033.54
Germany,Platform & Software,2020-10-01,17845797.8,10674609.19,7171188.61,13224433.38,769520.51,3851843.91,962960.98,2888882.93
Germany,Platform & Software,2020-11-01,18382965.0,11003207.8,7379757.2,13132013.56,270454.06,4980497.38,1245124.34,3735373.04
Germany,Platform & Software,2020-12-01,18129945.05,10634155.42,7495789.63,12806532.35,428838.27,4894574.43,1223643.61,3670930.82
Germany,Platform & Software,2021-01-01,19713954.82,11688923.76,8025031.06,12244254.4,662792.73,6806907.69,1701726.92,5105180.77
Germany,Platform & Software,2021-02-01,20366269.6,12064188.45,8302081.15,12633016.95,420391.21,7312861.44,1828215.36,5484646.08
Germany,Platform & Software,2021-03-01,21407620.27,13048177.8,8359442.47,12586481.83,562527.99,8258610.45,2064652.61,6193957.84
Germany,Platform & Software,2021-04-01,21182284.08,12319977.31,8862306.77,12147087.56,620157.19,8415039.33,2103759.83,6311279.5
Germany,Platform & Software,2021-05-01,21281261.85,12643388.62,8637873.23,13028623.76,336854.76,7915783.33,1978945.83,5936837.5
Germany,Platform & Software,2021-06-01,20195626.69,11950533.24,8245093.45,12907561.31,994007.83,6294057.55,1573514.39,4720543.16
Germany,Platform & Software,2021-07-01,19713316.5,12062638.57,7650677.93,12445266.25,407708.49,6860341.76,1715085.44,5145256.32
Germany,Platform & Software,2021-08-01,18521292.32,11247577.52,7273714.8,13246680.04,415427.18,4859185.1,1214796.27,3644388.83
Germany,Platform & Software,2021-09-01,18084265.0,10800056.01,7284208.99,12298056.93,202148.88,5584059.19,1396014.8,4188044.39
Germany,Platform & Software,2021-10-01,18228005.6,11141674.23,7086331.37,12558275.83,187029.06,5482700.71,1370675.18,4112025.53
Germany,Platform & Software,2021-11-01,18387044.39,11213317.03,7173727.36,12798395.89,834943.76,4753704.74,1188426.18,3565278.56
Germany,Platform & Software,2021-12-01,17983973.11,10793749.36,7190223.75,13397296.35,728893.28,3857783.48,964445.87,2893337.61
Germany,Platform & Software,2022-01-01,19507819.52,11908893.72,7598925.8,13208073.42,830497.62,5469248.48,1367312.12,4101936.36
Germany,Platform & Software,2022-02-01,21057337.07,12316484.49,8740852.58,13475519.68,250932.83,7330884.56,1832721.14,5498163.42
Germany,Platform & Software,2022-03-01,21101769.73,12421320.12,8680449.61,13185144.79,446722.0,7469902.94,1867475.74,5602427.2
Germany,Platform & Software,2022-04-01,21770378.86,12897080.42,8873298.44,13531279.78,497577.49,7741521.59,1935380.4,5806141.19
Germany,Platform & Software,2022-05-01,21899925.44,12972851.17,8927074.27,13563580.86,676101.26,7660243.32,1915060.83,5745182.49
Germany,Platform & Software,2022-06-01,21878516.63,13087949.98,8790566.65,13299692.73,767478.83,7811345.07,1952836.27,5858508.8
Germany,Platform & Software,2022-07-01,19420468.05,11499095.1,7921372.95,13318829.34,404040.12,5697598.59,1424399.65,4273198.94
Germany,Platform & Software,2022-08-01,19508344.06,11913612.11,7594731.95,13293061.75,499989.47,5715292.84,1428823.21,4286469.63
Germany,Platform & Software,2022-09-01,18237103.73,10551581.24,7685522.49,13696056.53,711992.0,3829055.2,957263.8,2871791.4
Germany,Platform & Software,2022-10-01,18385456.77,11184419.38,7201037.39,12723716.62,284748.89,5376991.26,1344247.82,4032743.44
Germany,Platform & Software,2022-11-01,18156189.04,10548344.44,7607844.6,13562788.72,538944.03,4054456.29,1013614.07,3040842.22
Germany,Platform & Software,2022-12-01,19368945.18,11691223.24,7677721.94,13108907.63,230641.61,6029395.94,1507348.98,4522046.96
Germany,Platform & Software,2023-01-01,20043724.37,11764038.15,8279686.22,13422168.04,817072.91,5804483.42,1451120.86,4353362.56
Germany,Platform & Software,2023-02-01,20958667.8,12506678.2,8451989.6,13343622.09,656874.85,6958170.86,1739542.72,5218628.14
Germany,Platform & Software,2023-03-01,21289991.96,12705938.88,8584053.08,12939949.19,410567.36,7939475.41,1984868.85,5954606.56
Germany,Platform & Software,2023-04-01,23446002.7,14058468.44,9387534.26,13113024.42,904939.66,9428038.62,2357009.65,7071028.97
Germany,Platform & Software,2023-05-01,21640723.94,12891927.0,8748796.94,14003182.41,310512.61,7327028.92,1831757.23,5495271.69
Germany,Platform & Software,2023-06-01,21203898.77,12962647.87,8241250.9,12754583.02,932586.05,7516729.7,1879182.42,5637547.28
Germany,Platform & Software,2023-07-01,20737805.78,12804612.58,7933193.2,12900443.71,707513.52,7129848.55,1782462.14,5347386.41
Germany,Platform & Software,2023-08-01,18643772.73,11133689.14,7510083.59,13797398.13,363906.29,4482468.31,1120617.08,3361851.23
Germany,Platform & Software,2023-09-01,18956540.87,11303332.55,7653208.32,12989446.07,565472.16,5401622.64,1350405.66,4051216.98
Germany,Platform & Software,2023-10-01,18538654.56,11225028.38,7313626.18,12998338.34,347231.76,5193084.46,1298271.12,3894813.34
Germany,Platform & Software,2023-11-01,18527574.88,10847556.67,7680018.21,13259675.44,381370.62,4886528.82,1221632.2,3664896.62
Germany,Platform & Software,2023-12-01,19506513.98,11273221.04,8233292.94,14053914.45,447106.98,5005492.55,1251373.14,3754119.41
Germany,Platform & Software,2024-01-01,20215361.52,12002362.93,8212998.59,13598327.12,988999.02,5628035.38,1407008.84,4221026.54
Germany,Platform & Software,2024-02-01,21099245.82,12564799.0,8534446.82,14282723.78,410597.66,6405924.38,1601481.1,4804443.28
Germany,Platform & Software,2024-03-01,22001514.19,13176341.93,8825172.26,13090800.1,633993.9,8276720.19,2069180.05,6207540.14
Germany,Platform & Software,2024-04-01,22080795.28,13230031.33,8850763.95,13608487.63,919388.52,7552919.13,1888229.78,5664689.35
Germany,Platform & Software,2024-05-01,22639085.27,13854320.87,8784764.4,13254758.05,239080.98,9145246.24,2286311.56,6858934.68
Germany,Platform & Software,2024-06-01,21180262.4,12744675.19,8435587.21,13696774.08,907053.1,6576435.22,1644108.8,4932326.42
Germany,Platform & Software,2024-07-01,20755447.71,12631408.94,8124038.77,13909260.52,424323.02,6421864.17,1605466.04,4816398.13
Germany,Platform & Software,2024-08-01,20415246.09,12493844.52,7921401.57,13857672.92,481912.14,6075661.03,1518915.26,4556745.77
