country,department,month,budgeted_revenue,budgeted_expenses,budgeted_net_income,budgeted_tax,budgeted_net_profit_after_tax,variance_revenue,variance_expenses,variance_net_profit
Germany,Human Resources,2025-11-01,41298277.75,22590251.43,18708026.32,4677006.58,14031019.74,100911.73,-712679.76,813591.49
Germany,Human Resources,2025-12-01,41434723.97,23002671.65,18432052.32,4608013.08,13824039.24,-1538011.92,-267218.23,-1270793.69
Germany,Human Resources,2026-01-01,40636041.89,23440247.25,17195794.64,4298948.66,12896845.98,1823045.5,162197.02,1660848.48
Germany,Human Resources,2026-02-01,40770125.02,22790548.4,17979576.62,4494894.16,13484682.46,-632945.48,251317.81,-884263.29
Germany,Human Resources,2026-03-01,41186321.33,23504892.76,17681428.57,4420357.14,13261071.43,415231.94,754791.35,-339559.41
Germany,Human Resources,2026-04-01,41301573.15,23431025.39,17870547.76,4467636.94,13402910.82,1202394.23,548323.51,654070.72
Germany,Human Resources,2026-05-01,40858738.97,23110377.62,17748361.35,4437090.34,13311271.01,215922.2,-52092.54,268014.74
Germany,Human Resources,2026-06-01,42175418.61,23396304.88,18779113.73,4694778.43,14084335.3,-151868.15,-10686.93,-141181.22
Germany,Human Resources,2026-07-01,41695350.11,23290964.25,18404385.86,4601096.46,13803289.4,1171593.29,-1135766.86,2307360.15
Germany,Human Resources,2026-08-01,40998930.2,23247043.59,17751886.61,4437971.65,13313914.96,-1342032.0,54066.38,-1396098.38
Germany,Human Resources,2026-09-01,42360230.25,23309880.02,19050350.23,4762587.56,14287762.67,457527.39,-589694.87,1047222.26
Germany,Human Resources,2026-10-01,41576551.75,23707961.29,17868590.46,4467147.62,13401442.84,1022931.46,1128613.35,-105681.89
Germany,Human Resources,2026-11-01,42150874.28,23350229.09,18800645.19,4700161.3,14100483.89,-1576212.01,-1144526.59,-431685.42
Germany,Human Resources,2026-12-01,41267350.9,23332118.03,17935232.87,4483808.22,13451424.65,-835701.64,355514.85,-1191216.49
Germany,Facilities,2025-01-01,34480087.41,21637222.85,12842864.56,3210716.14,9632148.42,773652.82,960465.63,-186812.81
Germany,Facilities,2025-02-01,35358132.84,21243842.21,14114290.63,3528572.66,10585717.97,537667.28,-580320.45,1117987.73
Germany,Facilities,2025-03-01,34178286.14,21289588.65,12888697.49,3222174.37,9666523.12,1489433.78,-913925.93,2403359.71
Germany,Facilities,2025-04-01,34652949.02,21122556.53,13530392.49,3382598.12,10147794.37,57476.07,158232.84,-100756.77
Germany,Facilities,2025-05-01,34785239.7,21949630.6,12835609.1,3208902.27,9626706.83,1195278.2,-65679.19,1260957.39
Germany,Facilities,2025-06-01,34483235.67,21764889.98,12718345.69,3179586.42,9538759.27,-224904.01,-376042.91,151138.9
Germany,Facilities,2025-07-01,35484832.09,21554734.49,13930097.6,3482524.4,10447573.2,859736.55,360242.82,499493.73
Germany,Facilities,2025-08-01,35626070.48,21618018.87,14008051.61,3502012.9,10506038.71,-1740844.68,261761.19,-2002605.87
Germany,Facilities,2025-09-01,35747945.82,21554301.34,14193644.48,3548411.12,10645233.36,66456.14,-574352.63,640808.77
Germany,Facilities,2025-10-01,36026510.68,21511909.15,14514601.53,3628650.38,10885951.15,1558103.56,1061238.82,496864.74
Germany,Facilities,2025-11-01,35556155.06,22376340.92,13179814.14,3294953.54,9884860.6,-1414050.85,991892.2,-2405943.05
Germany,Facilities,2025-12-01,35846529.09,22157522.16,13689006.93,3422251.73,10266755.2,-1343877.93,969818.35,-2313696.28
Germany,Facilities,2026-01-01,36497905.68,22404846.67,14093059.01,3523264.75,10569794.26,164966.99,1059258.95,-894291.96
Germany,Facilities,2026-02-01,36425598.28,22311588.0,14114010.28,3528502.57,10585507.71,1301510.32,-217988.15,1519498.47
Germany,Facilities,2026-03-01,35542708.6,21802378.45,13740330.15,3435082.54,10305247.61,-92915.5,-295432.37,202516.87
Germany,Facilities,2026-04-01,36363156.19,21863778.92,14499377.27,3624844.32,10874532.95,420674.5,-198872.61,619547.11
Germany,Facilities,2026-05-01,36915265.83,22309398.25,14605867.58,3651466.9,10954400.68,-615726.23,-43967.59,-571758.64
Germany,Facilities,2026-06-01,36760779.02,22571612.61,14189166.41,3547291.6,10641874.81,854834.17,1046384.71,-191550.54
Germany,Facilities,2026-07-01,36183623.3,22811527.26,13372096.04,3343024.01,10029072.03,-688863.49,673858.65,-1362722.14
Germany,Facilities,2026-08-01,36311458.13,22344859.09,13966599.04,3491649.76,10474949.28,765522.7,-406703.99,1172226.69
Germany,Facilities,2026-09-01,37378940.11,22769435.05,14609505.06,3652376.27,10957128.79,-66677.04,270211.27,-336888.31
Germany,Facilities,2026-10-01,37316997.33,22325841.33,14991156.0,3747789.0,11243367.0,-1672436.6,-21897.22,-1650539.38
Germany,Facilities,2026-11-01,36456920.93,22454954.87,14001966.06,3500491.52,10501474.54,-13383.14,1056913.43,-1070296.57
Germany,Facilities,2026-12-01,36360650.07,22745876.98,13614773.09,3403693.27,10211079.82,936538.84,595476.03,341062.81
Germany,Cloud Ops,2025-01-01,13172191.84,6771215.06,6400976.78,1600244.2,4800732.58,321679.21,56762.18,264917.03
Germany,Cloud Ops,2025-02-01,13225983.92,6726507.03,6499476.89,1624869.22,4874607.67,20680.69,-206250.69,226931.38
Germany,Cloud Ops,2025-03-01,13127423.54,6638826.34,6488597.2,1622149.3,4866447.9,304244.32,206045.98,98198.34
Germany,Cloud Ops,2025-04-01,13373442.35,6691157.22,6682285.13,1670571.28,5011713.85,463561.83,-142781.83,606343.66
Germany,Cloud Ops,2025-05-01,13284716.73,6837972.53,6446744.2,1611686.05,4835058.15,-8791.43,-324343.71,315552.28
Germany,Cloud Ops,2025-06-01,13398845.2,6791725.77,6607119.43,1651779.86,4955339.57,490399.57,186410.37,303989.2
Germany,Cloud Ops,2025-07-01,13207155.92,6684225.94,6522929.98,1630732.5,4892197.48,618993.81,-330776.76,949770.57
Germany,Cloud Ops,2025-08-01,13524568.95,6798851.56,6725717.39,1681429.35,5044288.04,-573149.14,174768.28,-747917.42
Germany,Cloud Ops,2025-09-01,13154413.0,6834615.09,6319797.91,1579949.48,4739848.43,-612843.02,286314.43,-899157.45
Germany,Cloud Ops,2025-10-01,13453935.03,6939742.58,6514192.45,1628548.11,4885644.34,-192014.66,-11574.61,-180440.05
Germany,Cloud Ops,2025-11-01,13321741.12,6925921.22,6395819.9,1598954.98,4796864.92,484748.83,64473.06,420275.77
Germany,Cloud Ops,2025-12-01,13273897.27,6861678.84,6412218.43,1603054.61,4809163.82,-408058.62,-167566.85,-240491.77
Germany,Cloud Ops,2026-01-01,13597648.72,6804542.82,6793105.9,1698276.48,5094829.42,400839.46,6044.8,394794.66
Germany,Cloud Ops,2026-02-01,13495409.21,6955113.15,6540296.06,1635074.01,4905222.05,-568084.23,164562.22,-732646.45
Germany,Cloud Ops,2026-03-01,13398795.65,7072837.99,6325957.66,1581489.42,4744468.24,-64459.29,-161792.22,97332.93
Germany,Cloud Ops,2026-04-01,13822719.27,6952763.68,6869955.59,1717488.9,5152466.69,-185576.35,71111.02,-256687.37
Germany,Cloud Ops,2026-05-01,13487748.22,6974396.34,6513351.88,1628337.97,4885013.91,197747.2,224058.17,-26310.97
Germany,Cloud Ops,2026-06-01,13463564.26,6962529.11,6501035.15,1625258.79,4875776.36,118253.46,273112.67,-154859.21
Germany,Cloud Ops,2026-07-01,13941983.01,7104040.07,6837942.94,1709485.74,5128457.2,-252443.0,-133727.7,-118715.3
Germany,Cloud Ops,2026-08-01,13837112.68,7199943.92,6637168.76,1659292.19,4977876.57,684191.3,-180974.5,865165.8
Germany,Cloud Ops,2026-09-01,14088936.7,7143069.24,6945867.46,1736466.86,5209400.6,-493660.4,-298983.95,-194676.45
Germany,Cloud Ops,2026-10-01,13915686.83,7154514.38,6761172.45,1690293.11,5070879.34,123246.16,-76083.79,199329.95
Germany,Cloud Ops,2026-11-01,13743565.11,7248444.35,6495120.76,1623780.19,4871340.57,318005.41,-189512.46,507517.87
Germany,Cloud Ops,2026-12-01,13900406.71,7234840.65,6665566.06,1666391.51,4999174.55,76011.49,133477.53,-57466.04
Germany,Modeling,2025-01-01,17712578.92,13117274.72,4595304.2,1148826.05,3446478.15,60538.41,-639535.91,700074.32
Germany,Modeling,2025-02-01,17517989.93,12893796.15,4624193.78,1156048.45,3468145.33,346531.28,-527945.48,874476.76
Germany,Modeling,2025-03-01,17930066.21,12997941.22,4932124.99,1233031.25,3699093.74,-112368.86,130386.44,-242755.3
Germany,Modeling,2025-04-01,17959220.93,13268104.6,4691116.33,1172779.08,3518337.25,-282775.48,-109430.45,-173345.03
Germany,Modeling,2025-05-01,17539089.77,13418439.19,4120650.58,1030162.65,3090487.93,183987.51,-42371.74,226359.25
Germany,Modeling,2025-06-01,17636349.42,12975677.12,4660672.3,1165168.07,3495504.23,719356.82,519030.6,200326.22
Germany,Modeling,2025-07-01,18044508.3,13449109.49,4595398.81,1148849.7,3446549.11,-22768.54,7516.88,-30285.42
Germany,Modeling,2025-08-01,18243018.28,13338611.86,4904406.42,1226101.6,3678304.82,898286.6,-610161.3,1508447.9
Germany,Modeling,2025-09-01,17724142.99,13602379.78,4121763.21,1030440.8,3091322.41,382201.15,135323.55,246877.6
Germany,Modeling,2025-10-01,18098141.65,13407607.2,4690534.45,1172633.61,3517900.84,403381.87,258439.21,144942.66
Germany,Modeling,2025-11-01,18346568.95,13307850.27,5038718.68,1259679.67,3779039.01,-509378.08,-543125.96,33747.88
Germany,Modeling,2025-12-01,18251435.14,13684998.0,4566437.14,1141609.28,3424827.86,567175.89,-166173.76,733349.65
Germany,Modeling,2026-01-01,17879553.69,13523084.55,4356469.14,1089117.28,3267351.86,95735.77,82324.77,13411.0
Germany,Modeling,2026-02-01,18111151.5,13704831.23,4406320.27,1101580.07,3304740.2,-469135.29,216727.65,-685862.94
Germany,Modeling,2026-03-01,17994209.03,13666095.87,4328113.16,1082028.29,3246084.87,-841501.79,675371.62,-1516873.41
Germany,Modeling,2026-04-01,18549956.32,13714179.35,4835776.97,1208944.24,3626832.73,-632679.25,-660900.76,28221.51
Germany,Modeling,2026-05-01,18181983.8,13880718.57,4301265.23,1075316.31,3225948.92,323858.5,-33246.0,357104.5
Germany,Modeling,2026-06-01,18769478.89,13623674.26,5145804.63,1286451.16,3859353.47,-415714.09,-26909.89,-388804.2
Germany,Modeling,2026-07-01,18635394.36,13896981.7,4738412.66,1184603.17,3553809.49,677477.11,248611.58,428865.53
Germany,Modeling,2026-08-01,18674113.15,13577033.68,5097079.47,1274269.87,3822809.6,262506.56,-411810.0,674316.56
Germany,Modeling,2026-09-01,18552242.21,13574638.46,4977603.75,1244400.94,3733202.81,-203329.77,-579055.06,375725.29
Germany,Modeling,2026-10-01,18734375.41,13765702.83,4968672.58,1242168.15,3726504.43,-479823.2,-313446.0,-166377.2
Germany,Modeling,2026-11-01,18980832.15,13886226.71,5094605.44,1273651.36,3820954.08,-213561.06,-127511.58,-86049.48
Germany,Modeling,2026-12-01,19031534.14,13754699.91,5276834.23,1319208.56,3957625.67,-329784.4,356169.88,-685954.28
Germany,Engineering,2025-01-01,21681842.69,10760068.63,10921774.06,2730443.52,8191330.54,539965.26,-458731.38,998696.64
Germany,Engineering,2025-02-01,22012903.63,10793596.73,11219306.9,2804826.73,8414480.17,-277427.97,337790.49,-615218.46
Germany,Engineering,2025-03-01,22407347.3,10821241.37,11586105.93,2896526.48,8689579.45,911641.85,18327.5,893314.35
Germany,Engineering,2025-04-01,21714512.0,11261942.52,10452569.48,2613142.37,7839427.11,-973171.07,-296747.64,-676423.43
Germany,Engineering,2025-05-01,22087645.67,10989179.6,11098466.07,2774616.52,8323849.55,727202.69,-141799.35,869002.04
Germany,Engineering,2025-06-01,21915576.12,11151937.29,10763638.83,2690909.71,8072729.12,309165.32,163910.45,145254.87
Germany,Engineering,2025-07-01,22247790.46,11321864.22,10925926.24,2731481.56,8194444.68,275526.22,99370.13,176156.09
Germany,Engineering,2025-08-01,21939223.58,11076892.89,10862330.69,2715582.67,8146748.02,-1000863.57,-422843.07,-578020.5
Germany,Engineering,2025-09-01,22141898.54,11374244.44,10767654.1,2691913.52,8075740.58,-581761.56,-535940.19,-45821.37
Germany,Engineering,2025-10-01,22386769.95,11054961.41,11331808.54,2832952.13,8498856.41,-532150.71,-377991.69,-154159.02
Germany,Engineering,2025-11-01,22303350.45,11502948.8,10800401.65,2700100.41,8100301.24,573142.87,78707.43,494435.44
Germany,Engineering,2025-12-01,22817563.54,11275237.49,11542326.05,2885581.51,8656744.54,815655.14,83975.83,731679.31
Germany,Engineering,2026-01-01,23000324.31,11581969.74,11418354.57,2854588.64,8563765.93,-1054196.8,142783.66,-1196980.46
Germany,Engineering,2026-02-01,22801928.15,11193114.27,11608813.88,2902203.47,8706610.41,827801.71,-40890.09,868691.8
Germany,Engineering,2026-03-01,23218349.73,11639142.97,11579206.76,2894801.69,8684405.07,1008709.03,188072.51,820636.52
Germany,Engineering,2026-04-01,22681070.24,11363415.43,11317654.81,2829413.7,8488241.11,295227.0,513421.02,-218194.02
Germany,Engineering,2026-05-01,22549621.86,11401776.62,11147845.24,2786961.31,8360883.93,128164.95,119690.03,8474.92
Germany,Engineering,2026-06-01,23212737.63,11729619.03,11483118.6,2870779.65,8612338.95,-638050.71,-480254.07,-157796.64
Germany,Engineering,2026-07-01,23153287.26,11626570.32,11526716.94,2881679.23,8645037.71,-878029.11,55835.45,-933864.56
Germany,Engineering,2026-08-01,23063375.76,11659026.83,11404348.93,2851087.23,8553261.7,67789.07,-252542.06,320331.13
Germany,Engineering,2026-09-01,23546706.36,11531009.99,12015696.37,3003924.09,9011772.28,-399890.64,553893.11,-953783.75
Germany,Engineering,2026-10-01,22977730.36,11509932.19,11467798.17,2866949.54,8600848.63,676009.35,-148484.25,824493.6
Germany,Engineering,2026-11-01,23011222.56,11752347.93,11258874.63,2814718.66,8444155.97,-1030136.67,234355.16,-1264491.83
Germany,Engineering,2026-12-01,23316399.08,11606271.46,11710127.62,2927531.9,8782595.72,726580.14,-461292.51,1187872.65
Germany,Platform & Software,2025-01-01,23939881.68,12543640.96,11396240.72,2849060.18,8547180.54,-1171893.11,-64085.79,-1107807.32
Germany,Platform & Software,2025-02-01,24106232.32,12954284.66,11151947.66,2787986.92,8363960.74,968582.68,-121634.22,1090216.9
Germany,Platform & Software,2025-03-01,23688556.93,12784975.25,10903581.68,2725895.42,8177686.26,1170937.71,-171353.86,1342291.57
Germany,Platform & Software,2025-04-01,23984996.82,12677441.57,11307555.25,2826888.81,8480666.44,1091060.31,229328.9,861731.41
Germany,Platform & Software,2025-05-01,23768667.15,12797618.3,10971048.85,2742762.21,8228286.64,536781.36,577336.0,-40554.64
Germany,Platform & Software,2025-06-01,24183897.47,13135841.73,11048055.74,2762013.94,8286041.8,-444902.97,-585899.8,140996.83
Germany,Platform & Software,2025-07-01,24356005.39,13051357.31,11304648.08,2826162.02,8478486.06,-308299.09,-418631.76,110332.67
Germany,Platform & Software,2025-08-01,24208811.67,12900357.3,11308454.37,2827113.59,8481340.78,219648.04,-248214.82,467862.86
Germany,Platform & Software,2025-09-01,24539310.69,12858371.12,11680939.57,2920234.89,8760704.68,-305818.28,-303181.83,-2636.45
Germany,Platform & Software,2025-10-01,24786132.22,12978585.95,11807546.27,2951886.57,8855659.7,446173.7,-233778.11,679951.81
Germany,Platform & Software,2025-11-01,25049200.53,13387343.77,11661856.76,2915464.19,8746392.57,209222.54,-241885.33,451107.87
Germany,Platform & Software,2025-12-01,24649387.31,13243976.65,11405410.66,2851352.67,8554057.99,580097.98,342318.75,237779.23
Germany,Platform & Software,2026-01-01,25188617.92,13316638.09,11871979.83,2967994.96,8903984.87,79387.22,-86921.39,166308.61
Germany,Platform & Software,2026-02-01,25074014.77,13176217.81,11897796.96,2974449.24,8923347.72,547879.38,106380.11,441499.27
Germany,Platform & Software,2026-03-01,24833712.59,13261150.86,11572561.73,2893140.43,8679421.3,-936093.53,-351352.25,-584741.28
Germany,Platform & Software,2026-04-01,25356189.23,13473072.41,11883116.82,2970779.21,8912337.61,-12941.41,171379.19,-184320.6
Germany,Platform & Software,2026-05-01,25106834.98,13341607.46,11765227.52,2941306.88,8823920.64,1141973.29,-167763.62,1309736.91
Germany,Platform & Software,2026-06-01,25087414.98,13581876.64,11505538.34,2876384.58,8629153.76,1180536.39,670700.65,509835.74
Germany,Platform & Software,2026-07-01,25386100.39,13661373.48,11724726.91,2931181.73,8793545.18,764854.93,-561889.31,1326744.24
Germany,Platform & Software,2026-08-01,25025153.86,13704567.61,11320586.25,2830146.56,8490439.69,765045.73,-547824.21,1312869.94
Germany,Platform & Software,2026-09-01,25015364.83,13293576.41,11721788.42,2930447.1,8791341.32,-350513.53,-14797.2,-335716.33
Germany,Platform & Software,2026-10-01,25118077.91,13779518.06,11338559.85,2834639.96,8503919.89,-895066.48,284503.22,-1179569.7
Germany,Platform & Software,2026-11-01,25679750.84,13470848.0,12208902.84,3052225.71,9156677.13,468943.97,-390205.6,859149.57
Germany,Platform & Software,2026-12-01,26058290.67,13613805.35,12444485.32,3111121.33,9333363.99,-627806.06,-427414.54,-200391.52
Singapore,Finance,2025-01-01,29915890.04,15906278.17,14009611.87,3502402.97,10507208.9,-314765.74,483382.76,-798148.5
Singapore,Finance,2025-02-01,30883824.74,16091257.78,14792566.96,3698141.74,11094425.22,1110169.2,245779.17,864390.03
Singapore,Finance,2025-03-01,30117542.32,16180412.87,13937129.45,3484282.36,10452847.09,1260257.07,197319.27,1062937.8
Singapore,Finance,2025-04-01,30757398.96,16088457.94,14668941.02,3667235.25,11001705.77,107397.11,-260395.31,367792.42
Singapore,Finance,2025-05-01,30153265.5,16079397.89,14073867.61,3518466.9,10555400.71,560882.46,-769091.93,1329974.39
Singapore,Finance,2025-06-01,30185248.91,16488453.01,13696795.9,3424198.98,10272596.92,-1508861.0,-126499.69,-1382361.31
Singapore,Finance,2025-07-01,30391381.97,16584723.83,13806658.14,3451664.54,10354993.6,-987151.04,-366687.75,-620463.29
Singapore,Finance,2025-08-01,30418474.71,16765542.92,13652931.79,3413232.95,10239698.84,-16292.07,-719908.87,703616.8
Singapore,Finance,2025-09-01,31068386.41,16278443.25,14789943.16,3697485.79,11092457.37,335873.81,487857.49,-151983.68
Singapore,Finance,2025-10-01,31025636.49,16770248.0,14255388.49,3563847.12,10691541.37,1123182.93,-288019.48,1411202.41
Singapore,Finance,2025-11-01,30849057.25,16501859.95,14347197.3,3586799.33,10760397.97,1223779.5,-730077.02,1953856.52
Singapore,Finance,2025-12-01,31759889.89,16537606.12,15222283.77,3805570.94,11416712.83,217218.62,180841.73,36376.89
Singapore,Finance,2026-01-01,30779103.39,16737640.23,14041463.16,3510365.79,10531097.37,-858314.61,-787582.2,-70732.41
Singapore,Finance,2026-02-01,31681328.82,16680393.04,15000935.78,3750233.94,11250701.84,-683220.51,-423924.03,-259296.48
Singapore,Finance,2026-03-01,31718390.63,16588077.34,15130313.29,3782578.32,11347734.97,819501.92,817618.39,1883.53
Singapore,Finance,2026-04-01,31874498.45,16613085.25,15261413.2,3815353.3,11446059.9,-1184835.71,-84061.69,-1100774.02
Singapore,Finance,2026-05-01,31639251.15,16696737.89,14942513.26,3735628.31,11206884.95,-1343300.61,645667.54,-1988968.15
Singapore,Finance,2026-06-01,31779855.85,17257190.23,14522665.62,3630666.4,10891999.22,1445797.93,-169449.92,1615247.85
Singapore,Finance,2026-07-01,31606116.54,16978846.29,14627270.25,3656817.56,10970452.69,1344881.67,-96864.59,1441746.26
Singapore,Finance,2026-08-01,31579252.65,16947664.25,14631588.4,3657897.1,10973691.3,-827249.46,504312.41,-1331561.87
Singapore,Finance,2026-09-01,31832591.46,16962736.97,14869854.49,3717463.62,11152390.87,394421.51,502349.56,-107928.05
Singapore,Finance,2026-10-01,31665881.14,16993243.94,14672637.2,3668159.3,11004477.9,721748.16,-785778.54,1507526.7
Singapore,Finance,2026-11-01,32190477.92,17330218.83,14860259.09,3715064.77,11145194.32,733700.11,-637273.01,1370973.12
Singapore,Finance,2026-12-01,32310984.9,16903594.92,15407389.98,3851847.5,11555542.48,478214.74,-111007.88,589222.62
Singapore,Accounting,2025-01-01,39632530.45,23723120.79,15909409.66,3977352.42,11932057.24,-1435806.9,164103.87,-1599910.77
Singapore,Accounting,2025-02-01,39486197.06,24244844.55,15241352.51,3810338.13,11431014.38,1304649.45,-1178800.34,2483449.79
Singapore,Accounting,2025-03-01,39665058.79,24107567.62,15557491.17,3889372.79,11668118.38,-1226006.23,20145.87,-1246152.1
Singapore,Accounting,2025-04-01,41310644.83,24110109.17,17200535.66,4300133.92,12900401.74,1213955.82,1070095.24,143860.58
Singapore,Accounting,2025-05-01,41272379.18,24336857.33,16935521.85,4233880.46,12701641.39,1840187.89,557140.04,1283047.85
Singapore,Accounting,2025-06-01,40415734.95,24073538.32,16342196.63,4085549.16,12256647.47,-747443.42,-34422.25,-713021.17
Singapore,Accounting,2025-07-01,41031558.4,23812414.7,17219143.7,4304785.92,12914357.78,1745119.36,1145234.71,599884.65
Singapore,Accounting,2025-08-01,41337493.71,24335154.83,17002338.88,4250584.72,12751754.16,-64464.77,180847.71,-245312.48
Singapore,Accounting,2025-09-01,41200156.64,24121481.47,17078675.17,4269668.79,12809006.38,2048701.84,698542.34,1350159.5
Singapore,Accounting,2025-10-01,40852243.24,24813213.55,16039029.69,4009757.42,12029272.27,24863.08,-1155348.63,1180211.71
Singapore,Accounting,2025-11-01,41769912.15,24861068.14,16908844.01,4227211.0,12681633.01,1311022.21,-1207735.67,2518757.88
Singapore,Accounting,2025-12-01,41131423.46,24750280.27,16381143.19,4095285.8,12285857.39,665666.21,-883776.94,1549443.15
Singapore,Accounting,2026-01-01,41475339.97,24989785.69,16485554.28,4121388.57,12364165.71,-843613.17,-930722.12,87108.95
Singapore,Accounting,2026-02-01,42143587.24,25163857.27,16979729.97,4244932.49,12734797.48,-1022993.81,-299434.76,-723559.05
Singapore,Accounting,2026-03-01,41236420.66,24425777.02,16810643.64,4202660.91,12607982.73,198151.93,498014.14,-299862.21
Singapore,Accounting,2026-04-01,42613989.76,25140502.55,17473487.21,4368371.8,13105115.41,-1812671.99,922716.64,-2735388.63
Singapore,Accounting,2026-05-01,41429358.11,25023708.83,16405649.28,4101412.32,12304236.96,258456.56,-401795.09,660251.65
Singapore,Accounting,2026-06-01,41796434.93,24484008.75,17312426.18,4328106.54,12984319.64,-1783728.86,453091.26,-2236820.12
Singapore,Accounting,2026-07-01,42229808.79,25250237.2,16979571.59,4244892.9,12734678.69,1770300.05,-850051.62,2620351.67
Singapore,Accounting,2026-08-01,43152755.35,25440290.09,17712465.26,4428116.32,13284348.94,2037539.6,516944.18,1520595.42
Singapore,Accounting,2026-09-01,42244116.36,25191115.12,17053001.24,4263250.31,12789750.93,-1382966.77,981203.28,-2364170.05
Singapore,Accounting,2026-10-01,42932053.91,25104051.66,17828002.25,4457000.56,13371001.69,923607.72,618873.22,304734.5
Singapore,Accounting,2026-11-01,43154454.31,24894385.94,18260068.37,4565017.09,13695051.28,57791.67,2954.89,54836.78
Singapore,Accounting,2026-12-01,42323101.21,25880102.05,16442999.16,4110749.79,12332249.37,-1248406.45,66924.89,-1315331.34
Singapore,Human Resources,2025-01-01,29370339.04,18391430.83,10978908.21,2744727.05,8234181.16,1021559.33,-795627.02,1817186.35
Singapore,Human Resources,2025-02-01,29686631.55,18327120.07,11359511.48,2839877.87,8519633.61,-1255640.69,423882.99,-1679523.68
Singapore,Human Resources,2025-03-01,29984562.53,18286644.27,11697918.26,2924479.56,8773438.7,427081.57,-181377.82,608459.39
Singapore,Human Resources,2025-04-01,29799031.5,18877677.21,10921354.29,2730338.57,8191015.72,296376.38,891907.06,-595530.68
Singapore,Human Resources,2025-05-01,30487357.15,18496769.01,11990588.14,2997647.04,8992941.1,771447.04,-324493.83,1095940.87
Singapore,Human Resources,2025-06-01,29929218.33,18590660.92,11338557.41,2834639.35,8503918.06,-690348.76,511325.65,-1201674.41
Singapore,Human Resources,2025-07-01,29967633.39,18974339.49,10993293.9,2748323.48,8244970.42,124595.33,893815.13,-769219.8
Singapore,Human Resources,2025-08-01,30622958.85,19011127.99,11611830.86,2902957.71,8708873.15,-169118.27,-567804.2,398685.93
Singapore,Human Resources,2025-09-01,30649551.93,18459907.81,12189644.12,3047411.03,9142233.09,131803.02,136474.27,-4671.25
Singapore,Human Resources,2025-10-01,29933596.06,18538859.24,11394736.82,2848684.21,8546052.61,-297012.87,-913207.49,616194.62
Singapore,Human Resources,2025-11-01,30359720.27,18799226.57,11560493.7,2890123.42,8670370.28,-550555.62,-94713.15,-455842.47
Singapore,Human Resources,2025-12-01,30555518.35,19305113.89,11250404.46,2812601.12,8437803.34,-517781.66,319518.35,-837300.01
Singapore,Human Resources,2026-01-01,30664073.38,18940891.23,11723182.15,2930795.54,8792386.61,-528101.98,489904.3,-1018006.28
Singapore,Human Resources,2026-02-01,31202348.75,18960238.87,12242109.88,3060527.47,9181582.41,1532653.28,-621615.42,2154268.7
Singapore,Human Resources,2026-03-01,30776982.74,18955711.74,11821271.0,2955317.75,8865953.25,-1517771.25,-215308.79,-1302462.46
Singapore,Human Resources,2026-04-01,30836111.92,19199373.93,11636737.99,2909184.5,8727553.49,953745.46,592025.41,361720.05
Singapore,Human Resources,2026-05-01,31432177.7,19077615.15,12354562.55,3088640.64,9265921.91,-1390905.81,-817874.31,-573031.5
Singapore,Human Resources,2026-06-01,30933850.34,19104586.05,11829264.29,2957316.07,8871948.22,-1217211.81,-620660.06,-596551.75
Singapore,Human Resources,2026-07-01,30865150.83,19195635.07,11669515.76,2917378.94,8752136.82,-1331179.72,23595.58,-1354775.3
Singapore,Human Resources,2026-08-01,31396772.87,19739564.06,11657208.81,2914302.2,8742906.61,-1554334.05,595494.27,-2149828.32
Singapore,Human Resources,2026-09-01,31763691.08,19226337.67,12537353.41,3134338.35,9403015.06,-296876.5,66159.06,-363035.56
Singapore,Human Resources,2026-10-01,31341345.25,19523476.78,11817868.47,2954467.12,8863401.35,-835619.18,-354785.66,-480833.52
Singapore,Human Resources,2026-11-01,31485468.83,19210165.26,12275303.57,3068825.89,9206477.68,-1374268.4,-922318.73,-451949.67
Singapore,Human Resources,2026-12-01,31289819.34,19383610.55,11906208.79,2976552.2,8929656.59,1194948.46,-390969.28,1585917.74
Singapore,Facilities,2025-01-01,46604605.29,25532720.85,21071884.44,5267971.11,15803913.33,-2047046.06,-1161171.56,-885874.5
Singapore,Facilities,2025-02-01,47655251.7,25699291.62,21955960.08,5488990.02,16466970.06,193277.05,606206.4,-412929.35
Singapore,Facilities,2025-03-01,46905440.11,26033393.37,20872046.74,5218011.68,15654035.06,1298619.71,-578001.16,1876620.87
Singapore,Facilities,2025-04-01,46751940.74,25379430.1,21372510.64,5343127.66,16029382.98,366471.65,212887.21,153584.44
Singapore,Facilities,2025-05-01,47585831.6,25246370.33,22339461.27,5584865.32,16754595.95,511081.42,243316.05,267765.37
Singapore,Facilities,2025-06-01,48559085.3,26200511.88,22358573.42,5589643.36,16768930.06,1919656.51,989435.79,930220.72
Singapore,Facilities,2025-07-01,47295216.17,25609551.06,21685665.11,5421416.28,16264248.83,2317619.95,141463.76,2176156.19
Singapore,Facilities,2025-08-01,47385659.13,25778172.37,21607486.76,5401871.69,16205615.07,518365.42,68638.94,449726.48
Singapore,Facilities,2025-09-01,47890476.54,26427712.21,21462764.33,5365691.08,16097073.25,-172220.41,-386009.82,213789.41
Singapore,Facilities,2025-10-01,48943505.41,26335578.42,22607926.99,5651981.75,16955945.24,-38455.02,1284799.95,-1323254.97
Singapore,Facilities,2025-11-01,49481980.41,25640970.98,23841009.43,5960252.36,17880757.07,-881432.05,359537.21,-1240969.26
